Jaar,Niveau regio,Woonregio,Werkregio,Banen
2022,Corop,Alkmaar en omgeving (C),Groot-Amsterdam (C),4600.0
2021,Corop,Alkmaar en omgeving (C),Het Gooi en Vechtstreek (C),100.0
2022,Corop,Alkmaar en omgeving (C),Het Gooi en Vechtstreek (C),100.0
2021,Corop,Alkmaar en omgeving (C),Agglomeratie Leiden en Bollenstreek (C),100.0
2022,Corop,Alkmaar en omgeving (C),Agglomeratie Leiden en Bollenstreek (C),100.0
2021,Corop,Alkmaar en omgeving (C),Agglomeratie 's-Gravenhage (C),100.0
2022,Corop,Alkmaar en omgeving (C),Agglomeratie 's-Gravenhage (C),200.0
2021,Corop,Alkmaar en omgeving (C),Delft en Westland (C),0.0
2022,Corop,Alkmaar en omgeving (C),Delft en Westland (C),0.0
2021,Corop,Alkmaar en omgeving (C),Oost-Zuid-Holland (C),0.0
2022,Corop,Alkmaar en omgeving (C),Oost-Zuid-Holland (C),0.0
2021,Corop,Alkmaar en omgeving (C),Groot-Rijnmond (C),100.0
2022,Corop,Alkmaar en omgeving (C),Groot-Rijnmond (C),200.0
2021,Corop,Alkmaar en omgeving (C),Zuidoost-Zuid-Holland (C),0.0
2022,Corop,Alkmaar en omgeving (C),Zuidoost-Zuid-Holland (C),0.0
2021,Corop,Alkmaar en omgeving (C),Zeeuwsch-Vlaanderen (C),0.0
2022,Corop,Alkmaar en omgeving (C),Zeeuwsch-Vlaanderen (C),0.0
2021,Corop,Alkmaar en omgeving (C),Overig Zeeland (C),0.0
2022,Corop,Alkmaar en omgeving (C),Overig Zeeland (C),0.0
2021,Corop,Alkmaar en omgeving (C),West-Noord-Brabant (C),100.0
2022,Corop,Alkmaar en omgeving (C),West-Noord-Brabant (C),0.0
2021,Corop,Alkmaar en omgeving (C),Midden-Noord-Brabant (C),200.0
2022,Corop,Alkmaar en omgeving (C),Midden-Noord-Brabant (C),100.0
2021,Corop,Alkmaar en omgeving (C),Noordoost-Noord-Brabant (C),100.0
2022,Corop,Alkmaar en omgeving (C),Noordoost-Noord-Brabant (C),100.0
2021,Corop,Alkmaar en omgeving (C),Zuidoost-Noord-Brabant (C),100.0
2022,Corop,Alkmaar en omgeving (C),Zuidoost-Noord-Brabant (C),200.0
2021,Corop,Alkmaar en omgeving (C),Noord-Limburg (C),0.0
2022,Corop,Alkmaar en omgeving (C),Noord-Limburg (C),0.0
2021,Corop,Alkmaar en omgeving (C),Midden-Limburg (C),0.0
2022,Corop,Alkmaar en omgeving (C),Midden-Limburg (C),0.0
2021,Corop,Alkmaar en omgeving (C),Zuid-Limburg (C),0.0
2022,Corop,Alkmaar en omgeving (C),Zuid-Limburg (C),0.0
2021,Corop,Alkmaar en omgeving (C),Flevoland (C),100.0
2022,Corop,Alkmaar en omgeving (C),Flevoland (C),100.0
