Schooljaar;Niveau regio;Regio;Soort hoger onderwijs;Opleidingssector;Aantal
2019/2020;Arbeidsmarktregio;Achterhoek (A);HBO;Totaal energietransitie;1454.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Totaal;1494.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Economie;240.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Gedrag en maatschappij;300.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Gezondheidszorg;162.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Landbouw en natuurlijke omgeving;105.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Natuur;123.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Onderwijs;3.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Recht;212.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Sectoroverstijgend;14.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Taal en cultuur;138.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Techniek;197.00
2019/2020;Arbeidsmarktregio;Achterhoek (A);WO;Totaal energietransitie;320.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Totaal;11382.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Economie;3427.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Gedrag en maatschappij;1727.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Gezondheidszorg;1387.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Landbouw en natuurlijke omgeving;306.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Natuur;527.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Onderwijs;1076.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Recht;344.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Sectoroverstijgend;103.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Taal en cultuur;564.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Techniek;1921.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);Totaal;Totaal energietransitie;2448.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Totaal;8179.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Economie;3011.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Gedrag en maatschappij;1121.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Gezondheidszorg;1005.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Landbouw en natuurlijke omgeving;147.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Onderwijs;1046.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Sectoroverstijgend;6.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Taal en cultuur;182.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Techniek;1661.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);HBO;Totaal energietransitie;1661.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Totaal;3203.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Economie;416.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Gedrag en maatschappij;606.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Gezondheidszorg;382.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Landbouw en natuurlijke omgeving;159.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Natuur;527.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Onderwijs;30.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Recht;344.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Sectoroverstijgend;97.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Taal en cultuur;382.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Techniek;260.00
2019/2020;Arbeidsmarktregio;Amersfoort (A);WO;Totaal energietransitie;787.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Totaal;8485.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Economie;2866.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Gedrag en maatschappij;1058.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Gezondheidszorg;951.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Landbouw en natuurlijke omgeving;102.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Natuur;204.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Onderwijs;1001.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Recht;311.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Sectoroverstijgend;53.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Taal en cultuur;379.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Techniek;1560.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);Totaal;Totaal energietransitie;1764.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);HBO;Totaal;6209.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);HBO;Economie;2498.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);HBO;Gedrag en maatschappij;580.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);HBO;Gezondheidszorg;709.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);HBO;Landbouw en natuurlijke omgeving;66.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);HBO;Onderwijs;985.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);HBO;Taal en cultuur;122.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);HBO;Techniek;1249.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);HBO;Totaal energietransitie;1249.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Totaal;2276.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Economie;368.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Gedrag en maatschappij;478.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Gezondheidszorg;242.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Landbouw en natuurlijke omgeving;36.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Natuur;204.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Onderwijs;16.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Recht;311.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Sectoroverstijgend;53.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Taal en cultuur;257.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Techniek;311.00
2019/2020;Arbeidsmarktregio;Drechtsteden (A);WO;Totaal energietransitie;515.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Totaal;6713.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Economie;2172.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Gedrag en maatschappij;809.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Gezondheidszorg;831.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Landbouw en natuurlijke omgeving;214.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Natuur;161.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Onderwijs;919.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Recht;127.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Sectoroverstijgend;18.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Taal en cultuur;193.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Techniek;1269.00
2019/2020;Arbeidsmarktregio;Drenthe (A);Totaal;Totaal energietransitie;1430.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Totaal;5726.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Economie;1994.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Gedrag en maatschappij;658.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Gezondheidszorg;743.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Landbouw en natuurlijke omgeving;189.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Onderwijs;910.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Sectoroverstijgend;3.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Taal en cultuur;36.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Techniek;1193.00
2019/2020;Arbeidsmarktregio;Drenthe (A);HBO;Totaal energietransitie;1193.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Totaal;987.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Economie;178.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Gedrag en maatschappij;151.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Gezondheidszorg;88.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Landbouw en natuurlijke omgeving;25.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Natuur;161.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Onderwijs;9.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Recht;127.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Sectoroverstijgend;15.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Taal en cultuur;157.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Techniek;76.00
2019/2020;Arbeidsmarktregio;Drenthe (A);WO;Totaal energietransitie;237.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Totaal;12918.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Economie;4004.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Gedrag en maatschappij;1789.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Gezondheidszorg;1335.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Landbouw en natuurlijke omgeving;951.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Natuur;445.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Onderwijs;1346.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Recht;413.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Sectoroverstijgend;54.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Taal en cultuur;435.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Techniek;2146.00
2019/2020;Arbeidsmarktregio;Flevoland (A);Totaal;Totaal energietransitie;2591.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Totaal;10214.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Economie;3626.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Gedrag en maatschappij;1228.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Gezondheidszorg;1001.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Landbouw en natuurlijke omgeving;889.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Onderwijs;1330.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Sectoroverstijgend;12.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Taal en cultuur;148.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Techniek;1980.00
2019/2020;Arbeidsmarktregio;Flevoland (A);HBO;Totaal energietransitie;1980.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Totaal;2704.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Economie;378.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Gedrag en maatschappij;561.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Gezondheidszorg;334.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Landbouw en natuurlijke omgeving;62.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Natuur;445.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Onderwijs;16.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Recht;413.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Sectoroverstijgend;42.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Taal en cultuur;287.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Techniek;166.00
2019/2020;Arbeidsmarktregio;Flevoland (A);WO;Totaal energietransitie;611.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Totaal;17912.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Economie;2995.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Gedrag en maatschappij;1671.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Gezondheidszorg;1301.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Landbouw en natuurlijke omgeving;7771.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Natuur;410.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Onderwijs;1311.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Recht;268.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Sectoroverstijgend;54.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Taal en cultuur;395.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Techniek;1736.00
2019/2020;Arbeidsmarktregio;FoodValley (A);Totaal;Totaal energietransitie;2146.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Totaal;8069.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Economie;2657.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Gedrag en maatschappij;1198.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Gezondheidszorg;1007.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Landbouw en natuurlijke omgeving;277.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Onderwijs;1288.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Sectoroverstijgend;3.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Taal en cultuur;108.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Techniek;1531.00
2019/2020;Arbeidsmarktregio;FoodValley (A);HBO;Totaal energietransitie;1531.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Totaal;9843.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Economie;338.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Gedrag en maatschappij;473.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Gezondheidszorg;294.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Landbouw en natuurlijke omgeving;7494.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Natuur;410.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Onderwijs;23.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Recht;268.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Sectoroverstijgend;51.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Taal en cultuur;287.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Techniek;205.00
2019/2020;Arbeidsmarktregio;FoodValley (A);WO;Totaal energietransitie;615.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Totaal;23080.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Economie;8133.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Gedrag en maatschappij;2727.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Gezondheidszorg;2218.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Landbouw en natuurlijke omgeving;1493.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Natuur;343.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Onderwijs;3035.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Recht;447.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Sectoroverstijgend;114.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Taal en cultuur;730.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Techniek;3840.00
2019/2020;Arbeidsmarktregio;Friesland (A);Totaal;Totaal energietransitie;4183.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Totaal;20113.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Economie;7608.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Gedrag en maatschappij;2285.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Gezondheidszorg;1933.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Landbouw en natuurlijke omgeving;1415.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Onderwijs;3008.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Sectoroverstijgend;17.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Taal en cultuur;240.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Techniek;3607.00
2019/2020;Arbeidsmarktregio;Friesland (A);HBO;Totaal energietransitie;3607.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Totaal;2967.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Economie;525.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Gedrag en maatschappij;442.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Gezondheidszorg;285.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Landbouw en natuurlijke omgeving;78.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Natuur;343.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Onderwijs;27.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Recht;447.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Sectoroverstijgend;97.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Taal en cultuur;490.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Techniek;233.00
2019/2020;Arbeidsmarktregio;Friesland (A);WO;Totaal energietransitie;576.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Totaal;7912.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Economie;2515.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Gedrag en maatschappij;1050.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Gezondheidszorg;862.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Landbouw en natuurlijke omgeving;153.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Natuur;435.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Onderwijs;610.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Recht;385.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Sectoroverstijgend;94.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Taal en cultuur;457.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Techniek;1351.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Totaal energietransitie;1786.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Totaal;4984.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Economie;2008.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Gedrag en maatschappij;531.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Gezondheidszorg;501.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Landbouw en natuurlijke omgeving;99.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Onderwijs;586.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Sectoroverstijgend;2.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Taal en cultuur;145.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Techniek;1112.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Totaal energietransitie;1112.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Totaal;2928.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Economie;507.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Gedrag en maatschappij;519.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Gezondheidszorg;361.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Landbouw en natuurlijke omgeving;54.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Natuur;435.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Onderwijs;24.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Recht;385.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Sectoroverstijgend;92.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Taal en cultuur;312.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Techniek;239.00
2019/2020;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Totaal energietransitie;674.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Totaal;4070.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Economie;1283.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Gedrag en maatschappij;496.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Gezondheidszorg;526.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Landbouw en natuurlijke omgeving;101.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Natuur;106.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Onderwijs;496.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Recht;121.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Sectoroverstijgend;30.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Taal en cultuur;167.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Techniek;744.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);Totaal;Totaal energietransitie;850.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);HBO;Totaal;3061.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);HBO;Economie;1121.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);HBO;Gedrag en maatschappij;300.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);HBO;Gezondheidszorg;403.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);HBO;Landbouw en natuurlijke omgeving;66.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);HBO;Onderwijs;483.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);HBO;Taal en cultuur;36.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);HBO;Techniek;652.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);HBO;Totaal energietransitie;652.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Totaal;1009.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Economie;162.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Gedrag en maatschappij;196.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Gezondheidszorg;123.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Landbouw en natuurlijke omgeving;35.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Natuur;106.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Onderwijs;13.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Recht;121.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Sectoroverstijgend;30.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Taal en cultuur;131.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Techniek;92.00
2019/2020;Arbeidsmarktregio;Gorinchem (A);WO;Totaal energietransitie;198.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Totaal;47517.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Economie;13505.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Gedrag en maatschappij;6480.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Gezondheidszorg;6505.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Landbouw en natuurlijke omgeving;471.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Natuur;3844.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Onderwijs;3141.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Recht;2575.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Sectoroverstijgend;247.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Taal en cultuur;4594.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Techniek;6155.00
2019/2020;Arbeidsmarktregio;Groningen (A);Totaal;Totaal energietransitie;9999.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Totaal;25120.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Economie;9022.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Gedrag en maatschappij;3142.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Gezondheidszorg;3664.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Landbouw en natuurlijke omgeving;415.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Onderwijs;3006.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Sectoroverstijgend;27.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Taal en cultuur;836.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Techniek;5008.00
2019/2020;Arbeidsmarktregio;Groningen (A);HBO;Totaal energietransitie;5008.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Totaal;22397.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Economie;4483.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Gedrag en maatschappij;3338.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Gezondheidszorg;2841.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Landbouw en natuurlijke omgeving;56.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Natuur;3844.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Onderwijs;135.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Recht;2575.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Sectoroverstijgend;220.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Taal en cultuur;3758.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Techniek;1147.00
2019/2020;Arbeidsmarktregio;Groningen (A);WO;Totaal energietransitie;4991.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Totaal;70966.00
